quarter,year,day,start_of_year,start_of_monthj,start_of_quarter,date,start_of_week,day_of_week,month_name
2015-12-22 00:00:00.000,22,Tuesday,Dec,4,2015,2015-01-01 00:00:00.000,2015-12-01 00:00:00.000,2015-10-01 00:00:00.000,2015-12-21 00:00:00.000
2015-12-23 00:00:00.000,23,Wednesday,Dec,4,2015,2015-01-01 00:00:00.000,2015-12-01 00:00:00.000,2015-10-01 00:00:00.000,2015-12-21 00:00:00.000
2015-12-24 00:00:00.000,24,Thursday,Dec,4,2015,2015-01-01 00:00:00.000,2015-12-01 00:00:00.000,2015-10-01 00:00:00.000,2015-12-21 00:00:00.000
2015-12-25 00:00:00.000,25,Friday,Dec,4,2015,2015-01-01 00:00:00.000,2015-12-01 00:00:00.000,2015-10-01 00:00:00.000,2015-12-21 00:00:00.000
2015-12-26 00:00:00.000,26,Saturday,Dec,4,2015,2015-01-01 00:00:00.000,2015-12-01 00:00:00.000,2015-10-01 00:00:00.000,2015-12-21 00:00:00.000
2015-12-27 00:00:00.000,27,Sunday,Dec,4,2015,2015-01-01 00:00:00.000,2015-12-01 00:00:00.000,2015-10-01 00:00:00.000,2015-12-21 00:00:00.000
2015-12-28 00:00:00.000,28,Monday,Dec,4,2015,2015-01-01 00:00:00.000,2015-12-01 00:00:00.000,2015-10-01 00:00:00.000,2015-12-28 00:00:00.000
2015-12-29 00:00:00.000,29,Tuesday,Dec,4,2015,2015-01-01 00:00:00.000,2015-12-01 00:00:00.000,2015-10-01 00:00:00.000,2015-12-28 00:00:00.000
2015-12-30 00:00:00.000,30,Wednesday,Dec,4,2015,2015-01-01 00:00:00.000,2015-12-01 00:00:00.000,2015-10-01 00:00:00.000,2015-12-28 00:00:00.000
2015-12-31 00:00:00.000,31,Thursday,Dec,4,2015,2015-01-01 00:00:00.000,2015-12-01 00:00:00.000,2015-10-01 00:00:00.000,2015-12-28 00:00:00.000
2016-01-01 00:00:00.000,1,Friday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2015-12-28 00:00:00.000
2016-01-02 00:00:00.000,2,Saturday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2015-12-28 00:00:00.000
2016-01-03 00:00:00.000,3,Sunday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2015-12-28 00:00:00.000
2016-01-04 00:00:00.000,4,Monday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-04 00:00:00.000
2016-01-05 00:00:00.000,5,Tuesday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-04 00:00:00.000
2016-01-06 00:00:00.000,6,Wednesday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-04 00:00:00.000
2016-01-07 00:00:00.000,7,Thursday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-04 00:00:00.000
2016-01-08 00:00:00.000,8,Friday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-04 00:00:00.000
2016-01-09 00:00:00.000,9,Saturday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-04 00:00:00.000
2016-01-10 00:00:00.000,10,Sunday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-04 00:00:00.000
2016-01-11 00:00:00.000,11,Monday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-11 00:00:00.000
2016-01-12 00:00:00.000,12,Tuesday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-11 00:00:00.000
2016-01-13 00:00:00.000,13,Wednesday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-11 00:00:00.000
2016-01-14 00:00:00.000,14,Thursday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-11 00:00:00.000
2016-01-15 00:00:00.000,15,Friday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-11 00:00:00.000
2016-01-16 00:00:00.000,16,Saturday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-11 00:00:00.000
2016-01-17 00:00:00.000,17,Sunday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-11 00:00:00.000
2016-01-18 00:00:00.000,18,Monday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-18 00:00:00.000
2016-01-19 00:00:00.000,19,Tuesday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-18 00:00:00.000
2016-01-20 00:00:00.000,20,Wednesday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-18 00:00:00.000
2016-01-21 00:00:00.000,21,Thursday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-18 00:00:00.000
2016-01-22 00:00:00.000,22,Friday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-18 00:00:00.000
2016-01-23 00:00:00.000,23,Saturday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-18 00:00:00.000
2016-01-24 00:00:00.000,24,Sunday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-18 00:00:00.000
2016-01-25 00:00:00.000,25,Monday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-25 00:00:00.000
2016-01-26 00:00:00.000,26,Tuesday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-25 00:00:00.000
2016-01-27 00:00:00.000,27,Wednesday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-25 00:00:00.000
2016-01-28 00:00:00.000,28,Thursday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-25 00:00:00.000
2016-01-29 00:00:00.000,29,Friday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-25 00:00:00.000
2016-01-30 00:00:00.000,30,Saturday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-25 00:00:00.000
2016-01-31 00:00:00.000,31,Sunday,Jan,1,2016,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-01 00:00:00.000,2016-01-25 00:00:00.000
2016-02-01 00:00:00.000,1,Monday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000
2016-02-02 00:00:00.000,2,Tuesday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000
2016-02-03 00:00:00.000,3,Wednesday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000
2016-02-04 00:00:00.000,4,Thursday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000
2016-02-05 00:00:00.000,5,Friday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000
2016-02-06 00:00:00.000,6,Saturday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000
2016-02-07 00:00:00.000,7,Sunday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000
2016-02-08 00:00:00.000,8,Monday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-08 00:00:00.000
2016-02-09 00:00:00.000,9,Tuesday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-08 00:00:00.000
2016-02-10 00:00:00.000,10,Wednesday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-08 00:00:00.000
2016-02-11 00:00:00.000,11,Thursday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-08 00:00:00.000
2016-02-12 00:00:00.000,12,Friday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-08 00:00:00.000
2016-02-13 00:00:00.000,13,Saturday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-08 00:00:00.000
2016-02-14 00:00:00.000,14,Sunday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-08 00:00:00.000
2016-02-15 00:00:00.000,15,Monday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-15 00:00:00.000
2016-02-16 00:00:00.000,16,Tuesday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-15 00:00:00.000
2016-02-17 00:00:00.000,17,Wednesday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-15 00:00:00.000
2016-02-18 00:00:00.000,18,Thursday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-15 00:00:00.000
2016-02-19 00:00:00.000,19,Friday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-15 00:00:00.000
2016-02-20 00:00:00.000,20,Saturday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-15 00:00:00.000
2016-02-21 00:00:00.000,21,Sunday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-15 00:00:00.000
2016-02-22 00:00:00.000,22,Monday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-22 00:00:00.000
2016-02-23 00:00:00.000,23,Tuesday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-22 00:00:00.000
2016-02-24 00:00:00.000,24,Wednesday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-22 00:00:00.000
2016-02-25 00:00:00.000,25,Thursday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-22 00:00:00.000
2016-02-26 00:00:00.000,26,Friday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-22 00:00:00.000
2016-02-27 00:00:00.000,27,Saturday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-22 00:00:00.000
2016-02-28 00:00:00.000,28,Sunday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-22 00:00:00.000
2016-02-29 00:00:00.000,29,Monday,Feb,1,2016,2016-01-01 00:00:00.000,2016-02-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-29 00:00:00.000
2016-03-01 00:00:00.000,1,Tuesday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-29 00:00:00.000
2016-03-02 00:00:00.000,2,Wednesday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-29 00:00:00.000
2016-03-03 00:00:00.000,3,Thursday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-29 00:00:00.000
2016-03-04 00:00:00.000,4,Friday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-29 00:00:00.000
2016-03-05 00:00:00.000,5,Saturday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-29 00:00:00.000
2016-03-06 00:00:00.000,6,Sunday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-02-29 00:00:00.000
2016-03-07 00:00:00.000,7,Monday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-07 00:00:00.000
2016-03-08 00:00:00.000,8,Tuesday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-07 00:00:00.000
2016-03-09 00:00:00.000,9,Wednesday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-07 00:00:00.000
2016-03-10 00:00:00.000,10,Thursday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-07 00:00:00.000
2016-03-11 00:00:00.000,11,Friday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-07 00:00:00.000
2016-03-12 00:00:00.000,12,Saturday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-07 00:00:00.000
2016-03-13 00:00:00.000,13,Sunday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-07 00:00:00.000
2016-03-14 00:00:00.000,14,Monday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-14 00:00:00.000
2016-03-15 00:00:00.000,15,Tuesday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-14 00:00:00.000
2016-03-16 00:00:00.000,16,Wednesday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-14 00:00:00.000
2016-03-17 00:00:00.000,17,Thursday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-14 00:00:00.000
2016-03-18 00:00:00.000,18,Friday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-14 00:00:00.000
2016-03-19 00:00:00.000,19,Saturday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-14 00:00:00.000
2016-03-20 00:00:00.000,20,Sunday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-14 00:00:00.000
2016-03-21 00:00:00.000,21,Monday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-21 00:00:00.000
2016-03-22 00:00:00.000,22,Tuesday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-21 00:00:00.000
2016-03-23 00:00:00.000,23,Wednesday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-21 00:00:00.000
2016-03-24 00:00:00.000,24,Thursday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-21 00:00:00.000
2016-03-25 00:00:00.000,25,Friday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-21 00:00:00.000
2016-03-26 00:00:00.000,26,Saturday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-21 00:00:00.000
2016-03-27 00:00:00.000,27,Sunday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-21 00:00:00.000
2016-03-28 00:00:00.000,28,Monday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-28 00:00:00.000
2016-03-29 00:00:00.000,29,Tuesday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-28 00:00:00.000
2016-03-30 00:00:00.000,30,Wednesday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-28 00:00:00.000
2016-03-31 00:00:00.000,31,Thursday,Mar,1,2016,2016-01-01 00:00:00.000,2016-03-01 00:00:00.000,2016-01-01 00:00:00.000,2016-03-28 00:00:00.000
2016-04-01 00:00:00.000,1,Friday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-03-28 00:00:00.000
2016-04-02 00:00:00.000,2,Saturday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-03-28 00:00:00.000
2016-04-03 00:00:00.000,3,Sunday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-03-28 00:00:00.000
2016-04-04 00:00:00.000,4,Monday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-04 00:00:00.000
2016-04-05 00:00:00.000,5,Tuesday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-04 00:00:00.000
2016-04-06 00:00:00.000,6,Wednesday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-04 00:00:00.000
2016-04-07 00:00:00.000,7,Thursday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-04 00:00:00.000
2016-04-08 00:00:00.000,8,Friday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-04 00:00:00.000
2016-04-09 00:00:00.000,9,Saturday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-04 00:00:00.000
2016-04-10 00:00:00.000,10,Sunday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-04 00:00:00.000
2016-04-11 00:00:00.000,11,Monday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-11 00:00:00.000
2016-04-12 00:00:00.000,12,Tuesday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-11 00:00:00.000
2016-04-13 00:00:00.000,13,Wednesday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-11 00:00:00.000
2016-04-14 00:00:00.000,14,Thursday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-11 00:00:00.000
2016-04-15 00:00:00.000,15,Friday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-11 00:00:00.000
2016-04-16 00:00:00.000,16,Saturday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-11 00:00:00.000
2016-04-17 00:00:00.000,17,Sunday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-11 00:00:00.000
2016-04-18 00:00:00.000,18,Monday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-18 00:00:00.000
2016-04-19 00:00:00.000,19,Tuesday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-18 00:00:00.000
2016-04-20 00:00:00.000,20,Wednesday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-18 00:00:00.000
2016-04-21 00:00:00.000,21,Thursday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-18 00:00:00.000
2016-04-22 00:00:00.000,22,Friday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-18 00:00:00.000
2016-04-23 00:00:00.000,23,Saturday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-18 00:00:00.000
2016-04-24 00:00:00.000,24,Sunday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-18 00:00:00.000
2016-04-25 00:00:00.000,25,Monday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-25 00:00:00.000
2016-04-26 00:00:00.000,26,Tuesday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-25 00:00:00.000
2016-04-27 00:00:00.000,27,Wednesday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-25 00:00:00.000
2016-04-28 00:00:00.000,28,Thursday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-25 00:00:00.000
2016-04-29 00:00:00.000,29,Friday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-25 00:00:00.000
2016-04-30 00:00:00.000,30,Saturday,Apr,2,2016,2016-01-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-25 00:00:00.000
2016-05-01 00:00:00.000,1,Sunday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-04-25 00:00:00.000
2016-05-02 00:00:00.000,2,Monday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-02 00:00:00.000
2016-05-03 00:00:00.000,3,Tuesday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-02 00:00:00.000
2016-05-04 00:00:00.000,4,Wednesday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-02 00:00:00.000
2016-05-05 00:00:00.000,5,Thursday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-02 00:00:00.000
2016-05-06 00:00:00.000,6,Friday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-02 00:00:00.000
2016-05-07 00:00:00.000,7,Saturday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-02 00:00:00.000
2016-05-08 00:00:00.000,8,Sunday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-02 00:00:00.000
2016-05-09 00:00:00.000,9,Monday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-09 00:00:00.000
2016-05-10 00:00:00.000,10,Tuesday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-09 00:00:00.000
2016-05-11 00:00:00.000,11,Wednesday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-09 00:00:00.000
2016-05-12 00:00:00.000,12,Thursday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-09 00:00:00.000
2016-05-13 00:00:00.000,13,Friday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-09 00:00:00.000
2016-05-14 00:00:00.000,14,Saturday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-09 00:00:00.000
2016-05-15 00:00:00.000,15,Sunday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-09 00:00:00.000
2016-05-16 00:00:00.000,16,Monday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-16 00:00:00.000
2016-05-17 00:00:00.000,17,Tuesday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-16 00:00:00.000
2016-05-18 00:00:00.000,18,Wednesday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-16 00:00:00.000
2016-05-19 00:00:00.000,19,Thursday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-16 00:00:00.000
2016-05-20 00:00:00.000,20,Friday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-16 00:00:00.000
2016-05-21 00:00:00.000,21,Saturday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-16 00:00:00.000
2016-05-22 00:00:00.000,22,Sunday,May,2,2016,2016-01-01 00:00:00.000,2016-05-01 00:00:00.000,2016-04-01 00:00:00.000,2016-05-16 00:00:00.000
